META; spain/copa-del-rey/barcelona-v-alaves; 2017-02-09 12:03:18 GMT+2; 2017-05-27 15:00; Nothing; Xlenovo
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-08 06:29:12 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-08 10:24:04 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 59/10; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 63/4; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-08 14:24:07 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/6; 2/11; 2/11; 2/13; 9/50; ; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 26/5; 6; 13/2; 6; 71/10; ; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 63/4; 12; 11; 15; 19; ; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-08 18:24:53 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; ; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; ; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; ; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-08 22:30:03 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; ; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; ; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; ; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-09 02:25:54 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-09 06:24:17 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-09 10:27:30 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; ; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; ; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; ; ; 12; ; 61/4; 12; 11; 61/4; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-09 14:24:46 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-09 18:26:51 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-09 22:24:18 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-10 02:23:01 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-10 06:22:38 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-10 10:23:15 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-10 14:25:55 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-10 18:29:27 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-10 22:25:30 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-11 10:26:32 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; ; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; ; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; ; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-11 14:26:36 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-11 18:28:32 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-11 22:27:05 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; ; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; ; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; ; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-12 02:24:37 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 1/6; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 13/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 12; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-12 06:25:06 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-12 10:25:06 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-12 14:23:58 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; ; 2/13; 9/50; 3/19; ; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; ; 6; 71/10; 6; ; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; ; 15; 19; 12; ; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-12 18:24:14 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-12 22:24:11 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 2/13; 2/11; 2/11; 2/13; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-13 02:24:09 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-13 06:24:07 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-13 10:24:10 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 31/2; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-13 14:24:34 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 63/4; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-13 18:24:03 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-13 22:24:39 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 61/4; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-14 02:24:26 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 1/6; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 17; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-14 06:24:16 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-14 10:24:18 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-14 14:25:29 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 63/4; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-14 18:25:48 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-14 22:26:28 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-15 02:24:24 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
Draw; 6; ; ; 11/2; ; 6; 6; ; ; 6; ; ; 11/2; ; 6; ; 6; 6; 13/2; 6; 71/10; 6; 13/2; ; 13/2; ; ; ; 
Alaves; 14; ; ; 16; ; 11; 18; ; ; 14; ; ; 16; ; 12; ; 15; 12; 11; 15; 19; 12; 11; ; 11; ; ; ; 
META; spain/copa-del-rey/barcelona-v-alaves; 2017-04-15 06:24:13 GMT+3; 2017-05-27 15:00; Nothing; Xlenovo
Barcelona; 1/6; ; ; 2/11; ; 1/6; 2/13; ; ; 2/11; ; ; 2/13; ; 1/5; ; 1/7; 2/11; 2/11; 1/7; 9/50; 3/19; 2/11; ; 2/11; ; ; ; 
